male_ID,num_notes,num_notetype,song_length,pfcmax,pfcmin,bandwidth
OSYR,8,3,0.5776,5906.25,2437.5,3468.75
OSYR,8,3,0.5471,5250,2531.25,2718.75
OSYR,8,3,0.5512,5625,2625,3000
OSYR,8,3,0.5595,5343.75,2718.75,2625
OSYR,8,3,0.5496,5437.5,2531.25,2906.25
OSYR,8,3,0.5772,5437.5,2625,2812.5
OSYR,7,3,0.6836,6468.75,2343.75,4125
OSYR,8,5,0.8095,7218.75,2343.75,4875
OSYR,7,4,0.7293,6843.75,2250,4593.75
OSYR,7,4,0.7873,6750,2250,4500
OSYR,7,4,0.7509,6562.5,2343.75,4218.75
OSYR,7,4,0.7678,6843.75,2156.25,4687.5
OSYR,7,4,0.806,7218.75,2156.25,5062.5
OSYR,7,4,0.7696,7312.5,2156.25,5156.25
OSYR,7,4,0.8004,7031.25,2343.75,4687.5
OSYR,7,4,0.7781,6750,2343.75,4406.25
OSYR,7,4,0.7948,7125,2343.75,4781.25
OSYR,7,4,0.7766,6656.25,2437.5,4218.75
OSYR,7,4,0.7933,6843.75,2343.75,4500
OSYR,5,2,0.5016,6375,2156.25,4218.75
OSYR,3,3,0.3217,5906.25,2156.25,3750
OSYR,3,3,0.338,5812.5,2156.25,3656.25
OSYR,7,3,0.7035,5718.75,3187.5,2531.25
OSYR,4,2,0.4342,6281.25,4593.75,1687.5
OSYR,6,4,0.9647,6187.5,2250,3937.5
OSYR,6,4,0.9038,7125,2343.75,4781.25
OSYR,1,1,0.1941,3375,2250,1125
OSYR,7,2,0.6638,7593.75,3843.75,3750
OSYR,4,1,0.2799,6375,4406.25,1968.75
OSYR,4,1,0.2874,6656.25,4125,2531.25
OSYR,4,1,0.2321,5906.25,4500,1406.25
OSYR,4,1,0.2339,6187.5,4406.25,1781.25
OSYR,4,1,0.1904,5718.75,4593.75,1125
OSYR,10,2,0.9012,5531.25,2156.25,3375
OSYR,4,2,0.3762,5625,2531.25,3093.75
OSYR,7,3,0.6534,5718.75,2156.25,3562.5
OSYR,1,1,0.1888,4312.5,2062.5,2250
OSYR,1,1,0.2223,4781.25,2156.25,2625
OSYR,2,2,0.5015,6000,3093.75,2906.25
OSYR,1,1,0.1712,6000,4593.75,1406.25
OSYR,2,2,0.4483,6187.5,3093.75,3093.75
OSYR,2,2,0.2984,6093.75,3093.75,3000
OSYR,2,2,0.429,5625,2906.25,2718.75
OSYR,2,2,0.4176,6000,3093.75,2906.25
OSYR,1,1,0.1886,6093.75,4218.75,1875
OSYR,2,2,0.4233,6093.75,3093.75,3000
RSKB,6,2,0.3748,5437.5,2625,2812.5
RSKB,4,2,0.3523,6187.5,2062.5,4125
RSKB,5,3,0.6418,6375,2156.25,4218.75
RSKB,5,3,0.6654,6375,2062.5,4312.5
RSKB,4,2,0.4051,5718.75,2062.5,3656.25
RSKB,6,3,0.706,6843.75,2156.25,4687.5
RSKB,6,3,0.6581,6375,2250,4125
RSKB,10,6,1.3152,6843.75,2062.5,4781.25
RSKB,6,3,0.6949,6093.75,2062.5,4031.25
RSKB,4,1,0.254,6375,4593.75,1781.25
RSKB,5,3,0.5194,7218.75,2625,4593.75
RSKB,4,2,0.4448,5718.75,2437.5,3281.25
RSKB,5,3,0.5319,7406.25,2718.75,4687.5
RSKB,5,3,0.5397,6750,2437.5,4312.5
RSKB,5,3,0.5299,7500,2531.25,4968.75
RSKB,5,3,0.5413,7218.75,2156.25,5062.5
RSKB,5,2,0.5488,5625,2156.25,3468.75
RSKB,5,3,0.5254,7406.25,2437.5,4968.75
RSKB,1,1,0.1768,6937.5,3937.5,3000
RSKB,6,3,0.541,5812.5,2156.25,3656.25
RSKB,6,3,0.4911,5906.25,2343.75,3562.5
RSKB,8,4,0.7937,5812.5,2343.75,3468.75
RSKB,6,3,0.4968,6000,2156.25,3843.75
RSKB,6,3,0.496,5906.25,2250,3656.25
RSKB,6,3,0.4666,5437.5,2062.5,3375
RSKB,6,3,0.4859,5625,2250,3375
RSKB,11,8,0.9891,5812.5,2156.25,3656.25
RSKB,2,2,0.1898,5531.25,2718.75,2812.5
RSKB,3,1,0.2638,4968.75,3562.5,1406.25
RSKB,4,4,0.6702,6937.5,2625,4312.5
RSKB,4,4,0.3874,6468.75,3281.25,3187.5
RSKB,10,4,0.8827,8718.75,2531.25,6187.5
RSKB,11,5,1.2109,6937.5,2156.25,4781.25
RSKB,5,2,0.5266,6000,2437.5,3562.5
RSKB,6,2,0.5857,6000,2343.75,3656.25
RSKB,4,2,0.4247,7312.5,2531.25,4781.25
RSKB,5,2,0.4919,6187.5,2437.5,3750
RSKB,4,2,0.4289,5437.5,2531.25,2906.25
RSKB,5,2,0.4713,5437.5,2343.75,3093.75
RSKB,5,2,0.4828,5812.5,2531.25,3281.25
RSKB,5,3,0.7696,6187.5,2156.25,4031.25
RSKB,9,6,0.8411,6281.25,2156.25,4125
RSKB,9,6,1.2172,6750,2062.5,4687.5
RSKB,5,3,0.5447,6843.75,2062.5,4781.25
RSKB,5,3,0.5622,6562.5,1968.75,4593.75
RSKB,5,3,0.5562,4125,2062.5,2062.5
RSKB,5,3,0.5891,5156.25,2156.25,3000
RSKB,5,3,0.5766,6000,2062.5,3937.5
RSKB,5,3,0.563,6281.25,2437.5,3843.75
RSKB,5,3,0.5695,5531.25,2625,2906.25
UB6,4,2,0.3651,5812.5,2437.5,3375
UB7,6,2,0.5689,5625,2062.5,3562.5
UB8,22,11,2.2966,6375,2156.25,4218.75
UB9,4,1,0.2549,5812.5,4218.75,1593.75
UB10,3,1,0.1257,5718.75,4593.75,1125
UB11,7,5,0.6356,6093.75,2906.25,3187.5
UB12,8,5,0.7465,6468.75,3000,3468.75
UB13,7,5,0.6103,6656.25,2906.25,3750
UB14,7,5,0.622,6843.75,2906.25,3937.5
UB15,6,2,0.6444,5156.25,2437.5,2718.75
UB16,6,2,0.6042,5250,2250,3000
UB17,7,3,0.7962,7875,2250,5625
UB18,8,5,0.9774,6656.25,2906.25,3750
UB19,11,5,1.2068,7125,2437.5,4687.5
UB20,13,5,1.3982,7031.25,2531.25,4500
UB21,8,4,1.2082,5906.25,2531.25,3375
UB22,5,2,0.4729,5812.5,2625,3187.5
UB23,5,2,0.4936,6000,2250,3750
UB24,5,2,0.4774,5531.25,2250,3281.25
UB25,4,2,0.348,5531.25,3187.5,2343.75
UB26,5,2,0.4801,5718.75,2437.5,3281.25
UB27,4,2,0.3211,5531.25,3093.75,2437.5
UB28,4,2,0.2954,6562.5,3187.5,3375
UB29,5,2,0.4465,5812.5,2343.75,3468.75
UB30,4,2,0.2881,5718.75,3187.5,2531.25
UB31,4,2,0.3055,5625,3187.5,2437.5
UB32,5,2,0.471,5718.75,2343.75,3375
UB33,6,3,0.6634,5343.75,2062.5,3281.25
UB34,6,3,0.586,4968.75,2156.25,2812.5
UB35,6,3,0.6687,5625,2062.5,3562.5
UB36,5,2,0.4785,6187.5,2437.5,3750
UB37,5,2,0.4552,5531.25,2625,2906.25
UB38,4,2,0.3448,5718.75,3093.75,2625
UB39,5,2,0.4683,7125,2625,4500
UB40,5,2,0.4615,5718.75,2625,3093.75
UB41,5,2,0.4881,5625,2343.75,3281.25
UB42,5,2,0.4725,5343.75,2625,2718.75
UB43,5,2,0.5206,5625,2625,3000
UB44,8,4,1.2898,6281.25,2250,4031.25
UB45,5,2,0.4228,5812.5,2343.75,3468.75
UB46,5,2,0.4294,5062.5,2437.5,2625
UB47,5,2,0.4347,5812.5,2343.75,3468.75
UB48,5,2,0.4578,6281.25,2156.25,4125
UB49,5,2,0.4334,5156.25,2343.75,2812.5
UB50,5,2,0.3736,5437.5,2437.5,3000
UB51,5,2,0.4655,6281.25,2437.5,3843.75
UB52,3,3,0.3275,6093.75,2156.25,3937.5
UB53,14,7,1.516,6375,2062.5,4312.5
UB54,14,5,1.2432,5906.25,2062.5,3843.75
UB55,7,4,0.6466,6187.5,2156.25,4031.25
YSBB,6,3,0.7985,7875,2250,5625
YSBB,4,2,0.4368,5625,2156.25,3468.75
YSBB,4,2,0.3906,6468.75,2062.5,4406.25
YSBB,7,3,0.644,7031.25,2718.75,4312.5
YSBB,7,4,0.9544,5906.25,1968.75,3937.5
YSBB,7,4,0.993,6375,2156.25,4218.75
YSBB,7,4,0.9701,6562.5,2062.5,4500
YSBB,7,4,0.9665,6187.5,2062.5,4125
YSBB,7,4,0.9278,5906.25,2062.5,3843.75
YSBB,7,4,0.9587,6000,2156.25,3843.75
YSBB,7,4,0.973,6093.75,1968.75,4125
YSBB,7,4,0.9619,5812.5,2062.5,3750
YSBB,7,4,0.9736,5718.75,2062.5,3656.25
YSBB,6,3,0.5656,5062.5,2062.5,3000
YSBB,6,3,0.7314,7593.75,2062.5,5531.25
YSBB,6,3,0.5665,6843.75,2156.25,4687.5
YSBB,5,3,0.561,7500,2250,5250
YSBB,5,3,0.4359,5625,2156.25,3468.75
YSBB,5,3,0.6438,7406.25,2343.75,5062.5
YSBB,6,1,0.4649,6656.25,3656.25,3000
YSBB,3,3,0.424,5437.5,2531.25,2906.25
YSBB,3,3,0.4127,5250,2156.25,3093.75
YSBB,3,2,0.3459,6468.75,2906.25,3562.5
YSBB,1,1,0.2325,6468.75,3937.5,2531.25
YSBB,3,3,0.4132,5343.75,2718.75,2625
YSBB,3,3,0.4212,6937.5,2531.25,4406.25
YSBB,1,1,0.1453,7406.25,3562.5,3843.75
YSBB,7,4,0.7017,6562.5,2156.25,4406.25
YSBB,7,4,0.7817,7312.5,2062.5,5250
YSBB,7,4,0.7116,6750,2156.25,4593.75
YSBB,7,4,0.732,7312.5,2156.25,5156.25
YSBB,8,3,0.6158,8437.5,2250,6187.5
YSBB,5,3,0.4369,5531.25,2156.25,3375
YSBB,7,4,0.769,7500,2437.5,5062.5
YSBB,6,3,0.4617,5718.75,2250,3468.75
YSBB,7,4,0.7579,6468.75,2062.5,4406.25
YSBB,5,3,0.4394,5812.5,2812.5,3000
YSBB,1,1,0.0684,6187.5,3000,3187.5
YSBB,8,3,0.6219,6187.5,2156.25,4031.25
YSBB,5,2,0.571,7687.5,3000,4687.5
YSBB,11,5,1.1865,6750,2156.25,4593.75
YSBB,10,5,1.052,7218.75,2531.25,4687.5
YSBB,9,4,0.7103,6656.25,2531.25,4125
YSBB,9,4,0.7405,6468.75,2250,4218.75
YSBB,9,4,0.7104,6281.25,2343.75,3937.5
YSBB,9,4,0.7376,6187.5,2062.5,4125
YSBB,10,5,0.9629,6562.5,2437.5,4125
YSBB,9,5,0.7619,6937.5,2531.25,4406.25
YSBB,10,5,1.4401,8062.5,2156.25,5906.25
YSBB,10,5,1.4052,7031.25,2250,4781.25
WSRO,7,4,0.6694,6468.75,2062.5,4406.25
WSRO,8,4,0.8711,7500,2062.5,5437.5
WSRO,3,3,0.4098,5062.5,2343.75,2718.75
WSRO,4,3,0.3881,6562.5,2062.5,4500
WSRO,4,3,0.542,7218.75,2062.5,5156.25
WSRO,4,3,0.5101,6562.5,1968.75,4593.75
WSRO,4,3,0.525,6281.25,2062.5,4218.75
WSRO,4,3,0.5834,6468.75,2062.5,4406.25
WSRO,4,3,0.5678,6187.5,2062.5,4125
WSRO,4,3,0.5365,7031.25,2062.5,4968.75
WSRO,4,3,0.5296,6468.75,2156.25,4312.5
WSRO,4,3,0.6329,6937.5,2062.5,4875
WSRO,5,2,0.3339,6187.5,2156.25,4031.25
WSRO,5,2,0.3584,5906.25,2156.25,3750
WSRO,6,2,0.42,6562.5,2062.5,4500
WSRO,5,2,0.3706,7218.75,2062.5,5156.25
WSRO,5,2,0.3273,6656.25,2343.75,4312.5
WSRO,15,8,1.8393,6750,2062.5,4687.5
WSRO,4,1,0.2995,5062.5,3000,2062.5
WSRO,3,1,0.226,7031.25,5062.5,1968.75
WSRO,7,4,0.7227,6843.75,2062.5,4781.25
WSRO,5,3,0.7746,5531.25,2250,3281.25
WSRO,3,2,0.3574,4875,2718.75,2156.25
WSRO,1,1,0.1632,6468.75,2718.75,3750
WSRO,1,1,0.2158,5812.5,5062.5,750
WSRO,1,1,0.1007,5062.5,2250,2812.5
WSRO,2,2,0.4213,5062.5,2156.25,2906.25
WSRO,8,4,0.7814,6937.5,2343.75,4593.75
WSRO,8,4,0.7528,7031.25,2437.5,4593.75
WSRO,8,4,0.3733,7031.25,2343.75,4687.5
WSRO,1,1,0.08,5812.5,3375,2437.5
WSRO,2,1,0.1088,4406.25,4031.25,375
WSRO,2,1,0.1617,5625,2437.5,3187.5
WSRO,4,2,0.4011,6656.25,2437.5,4218.75
WSRO,4,2,0.508,6468.75,2531.25,3937.5
WSRO,4,2,0.4618,6187.5,2437.5,3750
WSRO,4,2,0.4957,6468.75,2343.75,4125
WSRO,4,2,0.5089,6093.75,2531.25,3562.5
WSRO,5,3,0.5789,6093.75,2437.5,3656.25
WSRO,4,2,0.5319,6000,2531.25,3468.75
WSRO,5,2,0.3998,7406.25,2062.5,5343.75
WSRO,8,4,1.0203,6375,2156.25,4218.75
WSRO,5,2,0.4131,7031.25,2625,4406.25
WSRO,6,2,0.4657,7218.75,2812.5,4406.25
WSRO,6,2,0.304,6093.75,2156.25,3937.5
WSRO,5,2,0.4063,6093.75,3000,3093.75
WSRO,6,2,0.4754,6562.5,2718.75,3843.75
WSRO,5,4,0.7547,5906.25,2062.5,3843.75
WSRO,12,5,1.559,7125,2250,4875
WSRO,7,4,1.0718,6281.25,2062.5,4218.75
MSWY,9,4,0.9923,5625,2062.5,3562.5
MSWY,10,6,1.2199,6000,2156.25,3843.75
MSWY,9,3,0.6707,5718.75,2812.5,2906.25
MSWY,6,4,0.1798,6843.75,2156.25,4687.5
MSWY,9,3,0.6962,5625,2906.25,2718.75
MSWY,4,2,0.2176,6093.75,2156.25,3937.5
MSWY,4,2,0.516,6281.25,2437.5,3843.75
MSWY,6,5,0.7018,6750,2062.5,4687.5
MSWY,10,4,0.4563,5531.25,2625,2906.25
MSWY,4,2,0.5184,5906.25,2531.25,3375
MSWY,6,4,0.6425,6750,2062.5,4687.5
MSWY,8,4,0.936,5343.75,2250,3093.75
MSWY,6,3,0.5811,6187.5,2062.5,4125
MSWY,5,3,0.4857,5718.75,2156.25,3562.5
MSWY,4,2,0.5385,5718.75,2156.25,3562.5
MSWY,5,3,0.5039,6000,2156.25,3843.75
MSWY,6,3,0.6521,6000,2343.75,3656.25
MSWY,6,3,0.7004,5906.25,2156.25,3750
MSWY,6,3,0.7055,8437.5,2625,5812.5
MSWY,9,4,1.0359,5718.75,2250,3468.75
MSWY,6,3,0.8679,6843.75,3000,3843.75
MSWY,9,4,1.0055,5625,2250,3375
MSWY,6,3,0.8744,6187.5,2250,3937.5
MSWY,9,4,0.9967,5625,2156.25,3468.75
MSWY,9,4,0.9949,5812.5,2156.25,3656.25
MSWY,4,2,0.4857,5437.5,2437.5,3000
MSWY,4,2,0.456,5531.25,2343.75,3187.5
MSWY,7,3,0.456,7875,2156.25,5718.75
MSWY,4,3,0.4839,5812.5,2250,3562.5
MSWY,6,3,0.6991,5156.25,2062.5,3093.75
MSWY,8,3,0.6929,6187.5,2156.25,4031.25
MSWY,10,3,0.7006,5625,2437.5,3187.5
MSWY,3,2,0.3385,5625,2156.25,3468.75
MSWY,9,4,0.6285,6281.25,3187.5,3093.75
MSWY,3,3,0.3391,5531.25,2625,2906.25
MSWY,11,5,0.9573,6281.25,3000,3281.25
MSWY,10,4,0.6659,5531.25,2156.25,3375
MSWY,10,4,0.7192,5812.5,2437.5,3375
MSWY,10,3,0.7077,5437.5,2812.5,2625
MSWY,17,6,1.6566,6281.25,2437.5,3843.75
MSWY,6,4,0.7115,6750,2156.25,4593.75
MSWY,10,4,0.9133,6843.75,2250,4593.75
MSWY,10,4,0.9917,6468.75,2343.75,4125
MSWY,10,4,1.015,7218.75,2062.5,5156.25
MSWY,10,3,0.7259,5718.75,2812.5,2906.25
MSWY,10,4,0.691,5906.25,2343.75,3562.5
MSWY,9,4,0.6091,6843.75,3093.75,3750
MSWY,10,4,0.7386,5718.75,2062.5,3656.25
MSWY,5,4,1.1549,7312.5,2250,5062.5
MSWY,5,4,1.1206,5156.25,2531.25,2625
MSGY,10,4,0.9208,6187.5,2437.5,3750
MSGY,9,6,0.7849,6468.75,2062.5,4406.25
MSGY,10,4,0.8888,6375,2437.5,3937.5
MSGY,10,4,0.8618,6562.5,2250,4312.5
MSGY,3,2,0.4174,5625,2156.25,3468.75
MSGY,5,2,0.4229,5062.5,2625,2437.5
MSGY,17,7,1.4534,6750,2250,4500
MSGY,11,4,1.3781,7500,1593.75,5906.25
MSGY,5,2,0.5193,8250,2156.25,6093.75
MSGY,6,3,0.4505,5343.75,2250,3093.75
MSGY,8,5,0.8962,6375,2250,4125
MSGY,2,2,0.3214,5625,3000,2625
MSGY,7,3,0.5767,6750,2250,4500
MSGY,9,4,0.9307,8812.5,2250,6562.5
MSGY,10,5,1.0998,9281.25,1968.75,7312.5
MSGY,9,4,1.113,6093.75,2156.25,3937.5
MSGY,5,3,0.6032,5812.5,2156.25,3656.25
MSGY,6,3,0.5935,5437.5,2812.5,2625
MSGY,2,2,0.3263,5531.25,3375,2156.25
MSGY,7,2,0.5592,6937.5,2250,4687.5
MSGY,6,3,0.6333,6281.25,2343.75,3937.5
MSGY,5,3,0.6358,5812.5,2343.75,3468.75
MSGY,2,2,0.3324,5625,3468.75,2156.25
MSGY,9,4,0.9599,6187.5,2250,3937.5
MSGY,5,2,0.3114,5531.25,3000,2531.25
MSGY,3,2,0.3505,7031.25,2437.5,4593.75
MSGY,9,4,0.9701,6468.75,2531.25,3937.5
MSGY,5,3,0.6366,5250,2531.25,2718.75
MSGY,8,4,0.8604,6375,2437.5,3937.5
MSGY,11,5,0.9453,5625,2250,3375
MSGY,6,3,0.5927,5718.75,2437.5,3281.25
MSGY,5,3,0.5656,6000,2437.5,3562.5
MSGY,11,6,1.2367,7218.75,2062.5,5156.25
MSGY,5,3,0.6629,7312.5,2250,5062.5
MSGY,4,3,0.5522,5343.75,3281.25,2062.5
MSGY,4,3,0.5738,5718.75,3000,2718.75
MSGY,4,3,0.529,5437.5,2812.5,2625
MSGY,6,2,0.4402,6000,2531.25,3468.75
MSGY,5,2,0.7109,6375,2718.75,3656.25
MSGY,10,4,0.7426,4875,2156.25,2718.75
MSGY,10,4,0.6162,6093.75,2250,3843.75
MSGY,4,2,0.6451,6468.75,2531.25,3937.5
MSGY,4,3,0.6827,6375,4031.25,2343.75
MSGY,11,4,0.8886,7031.25,2437.5,4593.75
MSGY,5,3,0.5614,6843.75,2437.5,4406.25
MSGY,8,3,0.6112,7312.5,2250,5062.5
MSGY,5,,0.6181,5343.75,2343.75,3000
MSGY,5,3,0.652,5250,2906.25,2343.75
MSGY,11,5,0.8852,5156.25,2250,2906.25
MSGY,4,3,0.5263,5812.5,2343.75,3468.75
BBMS,8,5,1.2066,6000,2718.75,3281.25
BBMS,5,3,0.474,6375,3187.5,3187.5
BBMS,6,3,0.5867,6187.5,2250,3937.5
BBMS,4,2,0.4933,6093.75,2250,3843.75
BBMS,1,1,0.091,4593.75,2062.5,2531.25
BBMS,5,2,0.6117,5906.25,2531.25,3375
BBMS,4,1,0.2153,3750,2062.5,1687.5
BBMS,1,1,0.0707,4312.5,2718.75,1593.75
BBMS,1,1,0.0886,4781.25,2062.5,2718.75
BBMS,1,1,0.1225,6187.5,3375,2812.5
BBMS,5,3,0.4804,7125,2718.75,4406.25
BBMS,4,1,0.2239,5718.75,3843.75,1875
BBMS,1,1,0.1359,4312.5,1968.75,2343.75
BBMS,7,3,0.6169,6187.5,2156.25,4031.25
BBMS,6,3,0.4389,6375,2718.75,3656.25
BBMS,6,2,0.4657,5812.5,2343.75,3468.75
BBMS,6,3,0.5902,6000,2156.25,3843.75
BBMS,6,2,0.4591,6093.75,2250,3843.75
BBMS,3,3,0.8043,5718.75,2343.75,3375
BBMS,11,3,0.8752,6093.75,2250,3843.75
BBMS,4,2,0.3104,4968.75,2156.25,2812.5
BBMS,10,4,0.8145,6843.75,2343.75,4500
BBMS,9,4,0.7507,7031.25,2156.25,4875
BBMS,8,3,0.6075,5531.25,2718.75,2812.5
BBMS,6,2,0.3891,4968.75,2718.75,2250
BBMS,8,3,0.6192,5531.25,2812.5,2718.75
BBMS,8,4,0.7417,6843.75,2156.25,4687.5
BBMS,8,3,0.6431,5531.25,2906.25,2625
BBMS,7,3,0.2872,4968.75,2156.25,2812.5
BBMS,8,3,0.6089,5531.25,3468.75,2062.5
BBMS,10,2,0.4988,5156.25,2437.5,2718.75
BBMS,3,1,0.1709,3843.75,2437.5,1406.25
BBMS,7,2,0.4026,5343.75,2718.75,2625
BBMS,5,3,0.6284,5718.75,2250,3468.75
BBMS,6,4,0.5899,5906.25,2062.5,3843.75
BBMS,10,4,0.8817,6750,2718.75,4031.25
BBMS,5,3,0.6289,5906.25,2250,3656.25
BBMS,6,4,0.6137,5812.5,2062.5,3750
BBMS,13,5,1.1289,6843.75,2437.5,4406.25
BBMS,5,3,0.6454,5531.25,2343.75,3187.5
BBMS,10,4,0.8913,6000,2062.5,3937.5
BBMS,3,3,0.3677,5718.75,2062.5,3656.25
BBMS,5,3,0.7282,5156.25,2156.25,3000
BBMS,7,2,0.4086,5156.25,2718.75,2437.5
BBMS,5,3,0.7451,4406.25,2250,2156.25
BBMS,6,4,0.6391,6000,1968.75,4031.25
BBMS,6,3,0.4419,7500,3750,3750
BBMS,4,3,0.4699,6187.5,2718.75,3468.75
BBMS,9,2,0.497,5437.5,2906.25,2531.25
BBMS,5,3,0.5988,5625,2250,3375
BOSK,6,3,0.6161,6281.25,2437.5,3843.75
BOSK,9,4,0.7274,6093.75,2343.75,3750
BOSK,6,3,0.5624,6468.75,2812.5,3656.25
BOSK,4,2,0.2926,5625,3187.5,2437.5
BOSK,1,1,0.146,6000,4218.75,1781.25
BOSK,3,1,0.1932,5812.5,3750,2062.5
BOSK,3,1,0.1856,4218.75,2718.75,1500
BOSK,5,2,0.3155,4781.25,3000,1781.25
BOSK,3,1,0.1899,5625,3750,1875
BOSK,9,2,0.3297,6281.25,3562.5,2718.75
BOSK,10,2,0.3563,6187.5,2812.5,3375
BOSK,9,4,0.3214,6375,2343.75,4031.25
BOSK,9,2,0.359,5437.5,3281.25,2156.25
BOSK,6,3,0.6921,6187.5,2062.5,4125
BOSK,10,2,0.3612,5531.25,3093.75,2437.5
BOSK,10,2,0.3662,5906.25,3093.75,2812.5
BOSK,6,3,0.6441,6562.5,2062.5,4500
BOSK,6,3,0.6139,6375,2343.75,4031.25
BOSK,10,2,0.3504,6187.5,3000,3187.5
BOSK,10,2,0.3381,5718.75,2906.25,2812.5
BOSK,9,2,0.3406,5531.25,3281.25,2250
BOSK,13,4,0.7057,6562.5,2625,3937.5
BOSK,5,1,0.4037,6656.25,3468.75,3187.5
BOSK,4,1,0.1958,3562.5,2437.5,1125
BOSK,5,3,0.5062,5343.75,2156.25,3187.5
BOSK,6,4,0.6475,6187.5,2531.25,3656.25
BOSK,10,5,1.2485,7406.25,2062.5,5343.75
BOSK,9,5,0.883,6562.5,2437.5,4125
BOSK,3,2,0.2504,5250,2625,2625
BOSK,4,2,0.4142,6000,2812.5,3187.5
BOSK,4,2,0.3963,6937.5,3000,3937.5
BOSK,5,3,0.6068,7031.25,2062.5,4968.75
BOSK,6,3,0.5536,7500,2156.25,5343.75
BOSK,5,3,0.6087,6375,2062.5,4312.5
BOSK,7,3,0.616,7593.75,2250,5343.75
BOSK,5,3,0.6126,6843.75,1968.75,4875
BOSK,9,4,0.7434,7218.75,2437.5,4781.25
BOSK,6,3,0.6277,6000,2625,3375
BOSK,3,1,0.0886,6468.75,4593.75,1875
BOSK,3,1,0.1366,7031.25,3375,3656.25
BOSK,5,3,0.6253,7031.25,2062.5,4968.75
BOSK,9,4,0.7219,6937.5,2437.5,4500
BOSK,5,3,0.6123,6750,2062.5,4687.5
BOSK,8,4,0.8249,6843.75,2343.75,4500
BOSK,6,3,0.5695,5906.25,2156.25,3750
BOSK,12,4,0.833,5531.25,2531.25,3000
BOSK,8,4,0.8874,5812.5,2250,3562.5
BOSK,8,4,0.853,5625,2156.25,3468.75
BOSK,4,4,0.7175,5250,2343.75,2906.25
BOSK,16,9,1.7919,6000,2156.25,3843.75
BSRO,5,4,0.5833,5906.25,2062.5,3843.75
BSRO,6,3,0.7144,6093.75,2156.25,3937.5
BSRO,6,3,0.7555,6093.75,2437.5,3656.25
BSRO,6,3,0.715,6093.75,2437.5,3656.25
BSRO,7,3,0.6238,5625,2437.5,3187.5
BSRO,4,2,0.3894,5062.5,2062.5,3000
BSRO,2,1,0.1925,6000,2625,3375
BSRO,7,3,0.6338,5625,2531.25,3093.75
BSRO,5,2,0.4686,5906.25,2437.5,3468.75
BSRO,2,2,0.3966,6375,3656.25,2718.75
BSRO,5,3,0.622,7406.25,2156.25,5250
BSRO,7,3,0.6045,5718.75,2343.75,3375
BSRO,5,4,0.6221,5718.75,1968.75,3750
BSRO,6,3,0.7178,6000,2531.25,3468.75
BSRO,7,3,0.623,5812.5,2437.5,3375
BSRO,6,3,0.7274,5906.25,2437.5,3468.75
BSRO,7,3,0.6571,6281.25,2250,4031.25
BSRO,5,4,0.6275,5812.5,2062.5,3750
BSRO,5,4,0.6427,5718.75,2156.25,3562.5
BSRO,7,3,0.6494,6375,2531.25,3843.75
BSRO,5,3,0.4303,6468.75,2250,4218.75
BSRO,14,9,2.8739,7968.75,2250,5718.75
BSRO,4,2,0.4811,6468.75,2718.75,3750
BSRO,6,3,0.6923,6375,2343.75,4031.25
BSRO,6,3,0.7366,6187.5,2437.5,3750
BSRO,2,1,0.1466,5625,3000,2625
BSRO,12,4,1.4056,7406.25,2156.25,5250
BSRO,13,4,1.2111,6562.5,2062.5,4500
BSRO,13,4,1.2072,7500,2062.5,5437.5
BSRO,13,4,1.2243,7687.5,2156.25,5531.25
BSRO,7,5,1.1543,9187.5,2718.75,6468.75
BSRO,6,2,0.7133,6281.25,2156.25,4125
BSRO,9,5,1.4601,7218.75,2250,4968.75
BSRO,2,1,0.1317,6000,4875,1125
BSRO,6,2,0.694,6187.5,2156.25,4031.25
BSRO,13,4,1.268,7500,2156.25,5343.75
BSRO,3,2,0.7209,6750,2718.75,4031.25
BSRO,13,4,1.2255,6656.25,2156.25,4500
BSRO,1,1,0.1522,5531.25,3843.75,1687.5
BSRO,4,3,0.6538,8062.5,2906.25,5156.25
BSRO,7,3,1.212,6937.5,2343.75,4593.75
BSRO,6,2,0.753,6000,2343.75,3656.25
BSRO,13,4,1.2422,7031.25,2062.5,4968.75
BSRO,6,2,0.7716,6093.75,2343.75,3750
BSRO,1,1,0.1611,7218.75,3187.5,4031.25
BSRO,4,3,0.6816,6656.25,2718.75,3937.5
BSRO,6,2,0.712,6281.25,2062.5,4218.75
BSRO,1,1,0.1573,6468.75,3000,3468.75
BSRO,13,4,1.3813,7218.75,2250,4968.75
BSRO,7,5,1.2772,6375,2156.25,4218.75
GSBM,6,5,0.6933,6000,2718.75,3281.25
GSBM,6,3,0.5673,6000,2062.5,3937.5
GSBM,9,6,1.2775,6375,2156.25,4218.75
GSBM,3,3,0.844,6093.75,2156.25,3937.5
GSBM,32,18,4.4123,7406.25,2062.5,5343.75
GSBM,17,6,1.8697,7031.25,2062.5,4968.75
GSBM,5,4,0.988,7781.25,2062.5,5718.75
GSBM,3,3,0.7362,7500,2156.25,5343.75
GSBM,10,5,1.3224,7500,2062.5,5437.5
GSBM,17,8,1.7869,7031.25,2062.5,4968.75
GSBM,5,2,0.4992,5437.5,2437.5,3000
GSBM,5,4,1.1108,6093.75,2062.5,4031.25
GSBM,21,10,2.8233,6375,1968.75,4406.25
GSBM,5,4,1.0294,6468.75,2343.75,4125
